0	1.2250
1	1.2249
2	1.2248
3	1.2247
4	1.2245
5	1.2244
6	1.2243
7	1.2242
8	1.2241
9	1.2239
10	1.2238
11	1.2237
12	1.2236
13	1.2235
14	1.2234
15	1.2232
16	1.2231
17	1.2230
18	1.2229
19	1.2228
20	1.2227
21	1.2225
22	1.2224
23	1.2223
24	1.2222
25	1.2221
26	1.2220
27	1.2218
28	1.2217
29	1.2216
30	1.2215
31	1.2214
32	1.2212
33	1.2211
34	1.2210
35	1.2209
36	1.2208
37	1.2207
38	1.2205
39	1.2204
40	1.2203
41	1.2202
42	1.2201
43	1.2200
44	1.2198
45	1.2197
46	1.2196
47	1.2195
48	1.2194
49	1.2193
50	1.2191
51	1.2190
52	1.2189
53	1.2188
54	1.2187
55	1.2185
56	1.2184
57	1.2183
58	1.2182
59	1.2181
60	1.2180
61	1.2178
62	1.2177
63	1.2176
64	1.2175
65	1.2174
66	1.2173
67	1.2171
68	1.2170
69	1.2169
70	1.2168
71	1.2167
72	1.2166
73	1.2164
74	1.2163
75	1.2162
76	1.2161
77	1.2160
78	1.2159
79	1.2157
80	1.2156
81	1.2155
82	1.2154
83	1.2153
84	1.2152
85	1.2150
86	1.2149
87	1.2148
88	1.2147
89	1.2146
90	1.2145
91	1.2143
92	1.2142
93	1.2141
94	1.2140
95	1.2139
96	1.2138
97	1.2136
98	1.2135
99	1.2134
100	1.2133
101	1.2132
102	1.2131
103	1.2129
104	1.2128
105	1.2127
106	1.2126
107	1.2125
108	1.2124
109	1.2122
110	1.2121
111	1.2120
112	1.2119
113	1.2118
114	1.2117
115	1.2115
116	1.2114
117	1.2113
118	1.2112
119	1.2111
120	1.2110
121	1.2108
122	1.2107
123	1.2106
124	1.2105
125	1.2104
126	1.2103
127	1.2101
128	1.2100
129	1.2099
130	1.2098
131	1.2097
132	1.2096
133	1.2094
134	1.2093
135	1.2092
136	1.2091
137	1.2090
138	1.2089
139	1.2087
140	1.2086
141	1.2085
142	1.2084
143	1.2083
144	1.2082
145	1.2080
146	1.2079
147	1.2078
148	1.2077
149	1.2076
150	1.2075
151	1.2073
152	1.2072
153	1.2071
154	1.2070
155	1.2069
156	1.2068
157	1.2066
158	1.2065
159	1.2064
160	1.2063
161	1.2062
162	1.2061
163	1.2060
164	1.2058
165	1.2057
166	1.2056
167	1.2055
168	1.2054
169	1.2053
170	1.2051
171	1.2050
172	1.2049
173	1.2048
174	1.2047
175	1.2046
176	1.2044
177	1.2043
178	1.2042
179	1.2041
180	1.2040
181	1.2039
182	1.2037
183	1.2036
184	1.2035
185	1.2034
186	1.2033
187	1.2032
188	1.2030
189	1.2029
190	1.2028
191	1.2027
192	1.2026
193	1.2025
194	1.2024
195	1.2022
196	1.2021
197	1.2020
198	1.2019
199	1.2018
200	1.2017
201	1.2015
202	1.2014
203	1.2013
204	1.2012
205	1.2011
206	1.2010
207	1.2008
208	1.2007
209	1.2006
210	1.2005
211	1.2004
212	1.2003
213	1.2002
214	1.2000
215	1.1999
216	1.1998
217	1.1997
218	1.1996
219	1.1995
220	1.1993
221	1.1992
222	1.1991
223	1.1990
224	1.1989
225	1.1988
226	1.1986
227	1.1985
228	1.1984
229	1.1983
230	1.1982
231	1.1981
232	1.1980
233	1.1978
234	1.1977
235	1.1976
236	1.1975
237	1.1974
238	1.1973
239	1.1971
240	1.1970
241	1.1969
242	1.1968
243	1.1967
244	1.1966
245	1.1965
246	1.1963
247	1.1962
248	1.1961
249	1.1960
250	1.1959
251	1.1958
252	1.1956
253	1.1955
254	1.1954
255	1.1953
256	1.1952
257	1.1951
258	1.1949
259	1.1948
260	1.1947
261	1.1946
262	1.1945
263	1.1944
264	1.1943
265	1.1941
266	1.1940
267	1.1939
268	1.1938
269	1.1937
270	1.1936
271	1.1935
272	1.1933
273	1.1932
274	1.1931
275	1.1930
276	1.1929
277	1.1928
278	1.1926
279	1.1925
280	1.1924
281	1.1923
282	1.1922
283	1.1921
284	1.1920
285	1.1918
286	1.1917
287	1.1916
288	1.1915
289	1.1914
290	1.1913
291	1.1911
292	1.1910
293	1.1909
294	1.1908
295	1.1907
296	1.1906
297	1.1905
298	1.1903
299	1.1902
300	1.1901
301	1.1900
302	1.1899
303	1.1898
304	1.1897
305	1.1895
306	1.1894
307	1.1893
308	1.1892
309	1.1891
310	1.1890
311	1.1888
312	1.1887
313	1.1886
314	1.1885
315	1.1884
316	1.1883
317	1.1882
318	1.1880
319	1.1879
320	1.1878
321	1.1877
322	1.1876
323	1.1875
324	1.1874
325	1.1872
326	1.1871
327	1.1870
328	1.1869
329	1.1868
330	1.1867
331	1.1865
332	1.1864
333	1.1863
334	1.1862
335	1.1861
336	1.1860
337	1.1859
338	1.1857
339	1.1856
340	1.1855
341	1.1854
342	1.1853
343	1.1852
344	1.1851
345	1.1849
346	1.1848
347	1.1847
348	1.1846
349	1.1845
350	1.1844
351	1.1843
352	1.1841
353	1.1840
354	1.1839
355	1.1838
356	1.1837
357	1.1836
358	1.1835
359	1.1833
360	1.1832
361	1.1831
362	1.1830
363	1.1829
364	1.1828
365	1.1827
366	1.1825
367	1.1824
368	1.1823
369	1.1822
370	1.1821
371	1.1820
372	1.1819
373	1.1817
374	1.1816
375	1.1815
376	1.1814
377	1.1813
378	1.1812
379	1.1810
380	1.1809
381	1.1808
382	1.1807
383	1.1806
384	1.1805
385	1.1804
386	1.1802
387	1.1801
388	1.1800
389	1.1799
390	1.1798
391	1.1797
392	1.1796
393	1.1794
394	1.1793
395	1.1792
396	1.1791
397	1.1790
398	1.1789
399	1.1788
400	1.1786
401	1.1785
402	1.1784
403	1.1783
404	1.1782
405	1.1781
406	1.1780
407	1.1779
408	1.1777
409	1.1776
410	1.1775
411	1.1774
412	1.1773
413	1.1772
414	1.1771
415	1.1769
416	1.1768
417	1.1767
418	1.1766
419	1.1765
420	1.1764
421	1.1763
422	1.1761
423	1.1760
424	1.1759
425	1.1758
426	1.1757
427	1.1756
428	1.1755
429	1.1753
430	1.1752
431	1.1751
432	1.1750
433	1.1749
434	1.1748
435	1.1747
436	1.1745
437	1.1744
438	1.1743
439	1.1742
440	1.1741
441	1.1740
442	1.1739
443	1.1737
444	1.1736
445	1.1735
446	1.1734
447	1.1733
448	1.1732
449	1.1731
450	1.1730
451	1.1728
452	1.1727
453	1.1726
454	1.1725
455	1.1724
456	1.1723
457	1.1722
458	1.1720
459	1.1719
460	1.1718
461	1.1717
462	1.1716
463	1.1715
464	1.1714
465	1.1712
466	1.1711
467	1.1710
468	1.1709
469	1.1708
470	1.1707
471	1.1706
472	1.1705
473	1.1703
474	1.1702
475	1.1701
476	1.1700
477	1.1699
478	1.1698
479	1.1697
480	1.1695
481	1.1694
482	1.1693
483	1.1692
484	1.1691
485	1.1690
486	1.1689
487	1.1687
488	1.1686
489	1.1685
490	1.1684
491	1.1683
492	1.1682
493	1.1681
494	1.1680
495	1.1678
496	1.1677
497	1.1676
498	1.1675
499	1.1674
500	1.1673
501	1.1672
502	1.1670
503	1.1669
504	1.1668
505	1.1667
506	1.1666
507	1.1665
508	1.1664
509	1.1663
510	1.1661
511	1.1660
512	1.1659
513	1.1658
514	1.1657
515	1.1656
516	1.1655
517	1.1653
518	1.1652
519	1.1651
520	1.1650
521	1.1649
522	1.1648
523	1.1647
524	1.1646
525	1.1644
526	1.1643
527	1.1642
528	1.1641
529	1.1640
530	1.1639
531	1.1638
532	1.1637
533	1.1635
534	1.1634
535	1.1633
536	1.1632
537	1.1631
538	1.1630
539	1.1629
540	1.1627
541	1.1626
542	1.1625
543	1.1624
544	1.1623
545	1.1622
546	1.1621
547	1.1620
548	1.1618
549	1.1617
550	1.1616
551	1.1615
552	1.1614
553	1.1613
554	1.1612
555	1.1611
556	1.1609
557	1.1608
558	1.1607
559	1.1606
560	1.1605
561	1.1604
562	1.1603
563	1.1602
564	1.1600
565	1.1599
566	1.1598
567	1.1597
568	1.1596
569	1.1595
570	1.1594
571	1.1592
572	1.1591
573	1.1590
574	1.1589
575	1.1588
576	1.1587
577	1.1586
578	1.1585
579	1.1583
580	1.1582
581	1.1581
582	1.1580
583	1.1579
584	1.1578
585	1.1577
586	1.1576
587	1.1574
588	1.1573
589	1.1572
590	1.1571
591	1.1570
592	1.1569
593	1.1568
594	1.1567
595	1.1565
596	1.1564
597	1.1563
598	1.1562
599	1.1561
600	1.1560
601	1.1559
602	1.1558
603	1.1556
604	1.1555
605	1.1554
606	1.1553
607	1.1552
608	1.1551
609	1.1550
610	1.1549
611	1.1547
612	1.1546
613	1.1545
614	1.1544
615	1.1543
616	1.1542
617	1.1541
618	1.1540
619	1.1538
620	1.1537
621	1.1536
622	1.1535
623	1.1534
624	1.1533
625	1.1532
626	1.1531
627	1.1529
628	1.1528
629	1.1527
630	1.1526
631	1.1525
632	1.1524
633	1.1523
634	1.1522
635	1.1520
636	1.1519
637	1.1518
638	1.1517
639	1.1516
640	1.1515
641	1.1514
642	1.1513
643	1.1512
644	1.1510
645	1.1509
646	1.1508
647	1.1507
648	1.1506
649	1.1505
650	1.1504
651	1.1503
652	1.1501
653	1.1500
654	1.1499
655	1.1498
656	1.1497
657	1.1496
658	1.1495
659	1.1494
660	1.1492
661	1.1491
662	1.1490
663	1.1489
664	1.1488
665	1.1487
666	1.1486
667	1.1485
668	1.1484
669	1.1482
670	1.1481
671	1.1480
672	1.1479
673	1.1478
674	1.1477
675	1.1476
676	1.1475
677	1.1473
678	1.1472
679	1.1471
680	1.1470
681	1.1469
682	1.1468
683	1.1467
684	1.1466
685	1.1464
686	1.1463
687	1.1462
688	1.1461
689	1.1460
690	1.1459
691	1.1458
692	1.1457
693	1.1456
694	1.1454
695	1.1453
696	1.1452
697	1.1451
698	1.1450
699	1.1449
700	1.1448
701	1.1447
702	1.1446
703	1.1444
